,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,last_review,review_scores_rating
258,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,160,3,30,24,172,2018-02-05,98
259,Brooklyn,Apartment,Entire home/apt,3,1,1,2,Real Bed,135,5,30,200,124,2018-02-12,97
260,Brooklyn,Apartment,Entire home/apt,2,1,2,1,Real Bed,165,14,60,362,3,2016-08-28,100
261,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,130,14,31,0,0,,0
262,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,83,1,30,24,229,2018-02-11,86
263,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,117,5,10,282,223,2018-02-18,95
264,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,190,5,60,0,2,2010-12-31,90
265,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,119,1,30,317,315,2018-02-25,92
266,Brooklyn,Townhouse,Private room,2,2,1,1,Real Bed,40,30,120,96,28,2018-02-28,91
267,Queens,House,Private room,2,1,1,1,Real Bed,55,2,365,365,49,2015-09-21,88
268,Queens,House,Private room,2,1,1,1,Real Bed,58,2,365,365,61,2017-10-08,92
269,Queens,Apartment,Entire home/apt,4,1,2,2,Real Bed,155,2,300,365,29,2017-12-08,87
270,Brooklyn,Apartment,Private room,2,2,1,1,Real Bed,35,30,120,123,24,2018-01-05,92
271,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,65,2,730,337,30,2018-02-16,94
272,Brooklyn,Apartment,Entire home/apt,6,1,3,3,Real Bed,225,3,90,119,66,2017-12-31,92
273,Manhattan,Apartment,Entire home/apt,2,1,1,2,Real Bed,195,5,730,31,1,2010-11-06,60
274,Brooklyn,Apartment,Private room,3,1,3,2,Real Bed,80,2,10,0,11,2017-11-13,98
275,Queens,Apartment,Entire home/apt,3,1,1,1,Real Bed,98,30,365,365,33,2015-05-09,87
276,Queens,Apartment,Entire home/apt,7,1,2,1,Real Bed,165,30,730,365,6,2015-10-08,80
277,Queens,House,Entire home/apt,12,2,4,6,Real Bed,265,30,730,365,13,2016-07-24,93
278,Manhattan,Apartment,Entire home/apt,5,1,2,3,Futon,69,30,365,220,83,2018-01-15,90
279,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,99,2,365,61,91,2017-12-19,89
280,Brooklyn,Apartment,Entire home/apt,3,1,0,1,Real Bed,60,6,31,10,51,2018-01-01,95
281,Brooklyn,Apartment,Entire home/apt,4,1,2,2,Real Bed,190,4,730,365,0,,0
282,Brooklyn,Apartment,Entire home/apt,5,1,2,2,Real Bed,249,2,1125,251,274,2018-02-19,93
283,Brooklyn,Apartment,Private room,1,1,1,1,Futon,75,3,14,0,0,,0
284,Manhattan,Apartment,Shared room,1,1,1,1,Futon,105,6,21,363,10,2014-01-07,90
285,Brooklyn,Bed and breakfast,Private room,2,1,1,1,Real Bed,100,2,1125,284,67,2018-02-03,91
286,Manhattan,Apartment,Entire home/apt,4,1,1,3,Real Bed,140,1,30,325,81,2017-12-30,93
287,Bronx,House,Private room,2,1.5,1,1,Real Bed,42,1,21,362,63,2017-12-22,96
288,Queens,House,Private room,2,1,1,1,Real Bed,55,2,365,365,62,2018-01-01,87
289,Manhattan,Bed and breakfast,Private room,2,1,1,1,Real Bed,100,5,21,177,152,2018-02-24,96
290,Manhattan,Apartment,Entire home/apt,4,1,1,1,Real Bed,90,5,180,10,71,2018-02-18,95
291,Brooklyn,House,Entire home/apt,2,1,1,1,Real Bed,140,2,31,132,183,2018-02-28,98
292,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,115,3,120,240,53,2018-02-07,91
293,Brooklyn,Apartment,Entire home/apt,3,1,1,2,Real Bed,120,1,30,13,63,2018-02-18,93
294,Manhattan,Apartment,Private room,2,1.5,2,1,Real Bed,130,2,14,69,110,2017-11-03,97
295,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,199,4,730,336,101,2018-01-12,96
296,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,69,4,60,136,67,2017-12-30,96
297,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,62,3,14,67,22,2018-02-21,94
298,Manhattan,Apartment,Private room,2,1,1,2,Real Bed,110,12,60,358,18,2013-10-05,97
299,Manhattan,Apartment,Entire home/apt,3,1,1,2,Real Bed,130,1,730,211,129,2018-02-24,96
300,Brooklyn,Apartment,Entire home/apt,4,2,2,2,Real Bed,329,3,6,357,13,2017-10-05,86
301,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,75,1,30,358,158,2018-02-16,92
302,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,75,1,25,338,158,2018-01-13,91
303,Queens,Apartment,Entire home/apt,10,1.5,3,3,Real Bed,140,2,365,276,11,2016-11-14,80
304,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,139,3,240,331,166,2018-01-01,93
305,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,189,4,61,159,179,2018-02-05,94
306,Manhattan,Apartment,Entire home/apt,4,1,1,1,Real Bed,250,3,365,80,73,2018-02-04,96
307,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,259,3,365,364,3,2016-05-09,93
308,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,155,3,365,233,159,2018-02-13,96
309,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,70,1,422,353,9,2018-01-02,95
310,Manhattan,Apartment,Private room,3,2,1,2,Real Bed,60,1,26,253,369,2018-02-20,93
311,Brooklyn,Guest suite,Private room,4,1,1,3,Real Bed,135,2,30,255,14,2018-01-30,96
312,Manhattan,Apartment,Entire home/apt,3,1,2,2,Real Bed,125,2,365,240,208,2018-02-16,86
313,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,30,100,362,9,2016-04-06,94
314,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,249,5,90,0,12,2014-12-05,98
315,Manhattan,Apartment,Entire home/apt,2,1,0,1,Futon,100,7,13,0,5,2017-11-07,95
316,Manhattan,Apartment,Private room,2,0,1,1,Real Bed,120,7,365,344,13,2018-02-27,96
317,Manhattan,Apartment,Private room,2,0,1,1,Real Bed,160,7,730,365,0,,0
318,Manhattan,Apartment,Entire home/apt,3,1,1,3,Real Bed,129,3,90,106,34,2018-01-15,88
319,Queens,Apartment,Entire home/apt,9,1,3,1,Real Bed,185,30,730,365,1,2012-09-17,97
320,Bronx,Apartment,Private room,1,1,1,1,Real Bed,35,1,365,365,16,2018-01-03,94
321,Manhattan,Apartment,Entire home/apt,6,1,2,3,Real Bed,250,4,15,340,11,2016-05-23,85
322,Manhattan,Apartment,Entire home/apt,6,1,2,3,Real Bed,250,4,365,31,37,2018-01-04,97
323,Queens,Apartment,Private room,2,1,1,1,Real Bed,99,3,90,365,54,2017-10-03,95
324,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,65,1,365,364,29,2018-01-01,97
325,Manhattan,Apartment,Entire home/apt,6,1,3,3,Real Bed,500,4,365,240,66,2018-01-02,86
326,Manhattan,Apartment,Entire home/apt,3,1,2,1,Real Bed,210,7,60,67,31,2017-09-05,96
327,Manhattan,Apartment,Entire home/apt,3,0,1,1,Real Bed,225,3,365,0,6,2013-09-04,96
328,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,28,28,312,181,2017-12-20,97
329,Manhattan,Apartment,Private room,3,1,1,2,Real Bed,110,1,30,350,151,2018-01-05,94
330,Manhattan,Apartment,Entire home/apt,5,1,1,2,Real Bed,99,2,1125,355,85,2018-02-07,87
331,Manhattan,Apartment,Entire home/apt,6,1,2,3,Real Bed,159,4,1125,0,4,2017-08-25,100
332,Brooklyn,Apartment,Entire home/apt,4,1,2,2,Real Bed,160,3,40,0,11,2016-08-08,96
333,Manhattan,Apartment,Entire home/apt,4,1,2,3,Real Bed,140,3,28,233,99,2017-12-23,89
334,Manhattan,Apartment,Entire home/apt,4,1,2,3,Real Bed,135,2,730,0,21,2015-12-12,92
335,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,410,2,14,123,35,2017-07-27,92
336,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,90,2,365,364,16,2012-08-26,97
337,Manhattan,Apartment,Private room,2,2,1,1,Real Bed,115,4,31,319,141,2018-02-22,97
338,Brooklyn,Apartment,Entire home/apt,4,1,1,2,Real Bed,65,3,60,261,199,2018-02-03,83
339,Brooklyn,House,Private room,1,1.5,1,1,Real Bed,55,5,364,363,1,2015-08-01,100
340,Manhattan,Apartment,Private room,1,0,1,1,Real Bed,105,3,180,364,26,2016-09-11,92
341,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,65,30,240,339,20,2017-08-11,89
342,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,3,69,0,48,2018-01-01,96
343,Staten Island,Apartment,Private room,2,0,1,1,Real Bed,30,2,365,336,148,2018-01-04,88
344,Staten Island,House,Private room,2,0,1,1,Real Bed,30,2,365,365,104,2018-01-27,87
345,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,5,60,260,29,2016-07-29,96
346,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,135,2,7,8,69,2017-12-29,90
347,Staten Island,Apartment,Private room,2,0,1,1,Real Bed,30,2,365,363,153,2018-01-11,88
348,Manhattan,House,Entire home/apt,3,1,0,2,Real Bed,175,3,365,349,159,2017-12-18,86
349,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,160,6,36,117,52,2017-11-06,98
350,Brooklyn,House,Entire home/apt,4,2,2,2,Real Bed,285,3,90,284,113,2017-12-23,96
351,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,85,3,21,268,81,2018-01-07,97
352,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,60,6,365,339,20,2018-02-28,91
353,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,59,2,14,15,116,2018-02-26,93
354,Staten Island,Apartment,Private room,2,1,1,1,Real Bed,30,2,365,346,160,2018-01-03,86
355,Queens,Apartment,Entire home/apt,5,1,1,3,Futon,99,5,28,277,344,2018-02-19,93
356,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,70,3,120,154,22,2018-02-10,97
357,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,39,1,21,365,39,2016-10-30,86
358,Brooklyn,Apartment,Private room,2,2,1,1,Real Bed,60,14,28,0,9,2016-08-29,93
359,Bronx,Apartment,Private room,3,1,1,2,Real Bed,90,2,1125,327,0,,0
360,Bronx,Apartment,Entire home/apt,3,1,1,2,Real Bed,99,2,1125,365,15,2018-01-01,96
361,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,175,30,90,108,6,2018-01-01,92
362,Brooklyn,Townhouse,Entire home/apt,3,1,2,2,Real Bed,160,2,1125,333,221,2018-01-07,91
363,Manhattan,House,Entire home/apt,4,2,2,2,Real Bed,390,5,365,281,131,2018-01-01,88
364,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,80,4,365,263,33,2017-01-01,92
365,Bronx,Apartment,Private room,5,1,1,1,Real Bed,35,1,365,78,14,2017-09-13,88
366,Brooklyn,Apartment,Private room,1,0,1,1,Real Bed,60,10,730,363,9,2017-05-08,97
367,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,200,3,730,0,0,,0
368,Brooklyn,Townhouse,Private room,2,1,1,1,Real Bed,100,3,29,358,239,2018-01-02,95
369,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,70,2,365,252,15,2017-01-03,88
370,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,110,6,182,365,42,2014-01-02,96
371,Manhattan,Apartment,Entire home/apt,3,1,1,2,Real Bed,130,4,30,0,56,2017-09-08,90
372,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,60,2,365,339,181,2018-02-17,95
373,Bronx,Apartment,Private room,1,1,1,1,Real Bed,35,31,365,338,59,2017-10-14,93
374,Brooklyn,Apartment,Entire home/apt,6,1,3,3,Real Bed,295,3,365,365,8,2014-08-22,100
375,Manhattan,Apartment,Entire home/apt,4,1,0,2,Real Bed,184,2,730,298,172,2018-02-15,92
376,Manhattan,Apartment,Entire home/apt,2,1,0,1,Real Bed,125,7,90,24,128,2018-01-31,93
377,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,65,2,75,41,163,2018-01-06,90
378,Manhattan,Apartment,Entire home/apt,2,0,1,1,Real Bed,200,1,365,304,114,2018-02-25,97
379,Brooklyn,House,Private room,3,1.5,2,2,Real Bed,75,5,30,274,60,2017-12-30,98
380,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,60,3,13,0,0,,0
381,Manhattan,Apartment,Entire home/apt,3,1,2,2,Real Bed,111,7,720,356,2,2017-01-23,100
382,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,10,365,82,34,2017-11-11,93
383,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,95,3,30,64,90,2018-01-22,95
384,Manhattan,Bed and breakfast,Private room,1,1,1,1,Real Bed,75,3,14,364,14,2017-11-11,99
385,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,175,2,20,363,11,2013-05-02,100
386,Brooklyn,House,Private room,1,0,1,1,Real Bed,25,1,365,229,14,2017-10-30,93
387,Brooklyn,Apartment,Entire home/apt,4,1,2,2,Real Bed,190,2,60,258,32,2017-10-20,97
388,Brooklyn,House,Private room,2,1,1,1,Real Bed,57,21,365,339,10,2017-08-12,95
389,Manhattan,Condominium,Entire home/apt,2,1,0,1,Real Bed,212,5,730,62,37,2018-01-02,99
390,Manhattan,Apartment,Private room,5,1,1,3,Real Bed,95,1,365,354,71,2018-02-02,97
391,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,133,3,365,261,289,2018-02-28,93
392,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,5,10,365,8,2016-10-18,90
393,Manhattan,Apartment,Entire home/apt,5,1,2,2,Real Bed,128,6,365,183,146,2018-02-26,86
394,Brooklyn,Apartment,Entire home/apt,5,1,1,3,Real Bed,150,2,360,259,146,2018-01-14,96
395,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,190,3,60,297,37,2018-02-06,99
396,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,115,2,5,364,31,2016-09-16,96
397,Manhattan,Apartment,Private room,4,1,2,2,Real Bed,113,2,14,0,306,2017-02-24,96
398,Brooklyn,Apartment,Entire home/apt,4,1,1,2,Real Bed,82,2,90,0,46,2017-11-18,98
399,Manhattan,Bed and breakfast,Private room,2,1,1,1,Real Bed,125,3,1125,271,69,2017-11-05,94
400,Bronx,Apartment,Private room,1,1,1,1,Real Bed,40,1,365,365,12,2018-02-03,90
401,Manhattan,Apartment,Private room,1,0,1,1,Real Bed,109,1,365,365,89,2017-11-05,85
402,Manhattan,Apartment,Entire home/apt,2,1,1,2,Real Bed,85,30,300,289,63,2017-06-06,91
403,Brooklyn,Apartment,Entire home/apt,5,1,2,5,Real Bed,145,3,21,34,93,2018-01-01,89
404,Manhattan,Apartment,Entire home/apt,2,1,1,2,Real Bed,190,14,120,339,25,2016-08-21,99
405,Brooklyn,Apartment,Entire home/apt,5,1,3,5,Real Bed,250,3,60,249,40,2018-01-03,99
406,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,125,3,30,364,6,2016-11-13,97
407,Manhattan,Loft,Entire home/apt,8,1,3,3,Real Bed,575,2,30,323,162,2018-02-18,96
408,Manhattan,Apartment,Entire home/apt,3,1,1,2,Real Bed,400,1,365,365,16,2011-12-07,91
409,Manhattan,Apartment,Entire home/apt,4,1,2,2,Real Bed,149,2,365,329,21,2016-05-23,96
410,Manhattan,Apartment,Entire home/apt,6,1,2,2,Real Bed,167,31,1125,365,201,2017-01-13,96
411,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,80,3,1125,90,113,2018-01-02,96
412,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,8,365,35,30,2017-08-22,97
413,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,70,5,120,211,41,2017-12-31,95
414,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,80,2,1125,152,92,2017-11-12,99
415,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,120,3,32,0,18,2017-09-25,99
416,Brooklyn,House,Entire home/apt,8,2,2,3,Real Bed,215,1,730,349,52,2018-02-08,83
417,Manhattan,Apartment,Entire home/apt,7,2,3,6,Real Bed,500,2,21,295,33,2017-11-20,94
418,Manhattan,Apartment,Entire home/apt,6,1,2,4,Real Bed,295,3,30,338,21,2018-01-03,99
419,Brooklyn,Loft,Entire home/apt,4,1,1,2,Real Bed,229,1,60,64,50,2014-05-13,100
420,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,85,4,30,365,30,2012-10-15,96
421,Manhattan,Apartment,Entire home/apt,4,1,1,1,Real Bed,200,5,14,165,31,2018-01-01,90
422,Manhattan,Apartment,Entire home/apt,4,1,1,2,Real Bed,150,28,275,0,32,2016-06-27,89
423,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,55,14,365,337,15,2017-06-24,89
424,Brooklyn,Apartment,Entire home/apt,3,1,1,1,Real Bed,145,2,114,174,37,2018-01-02,92
425,Queens,Apartment,Entire home/apt,4,1,1,1,Real Bed,180,3,365,314,71,2017-11-26,94
426,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,140,4,9,81,7,2016-09-25,94
427,Brooklyn,Apartment,Entire home/apt,4,1,1,3,Real Bed,195,2,60,143,16,2017-10-15,100
428,Brooklyn,Apartment,Entire home/apt,2,1,2,1,Real Bed,199,1,100,213,54,2016-12-15,92
429,Queens,Apartment,Entire home/apt,4,1,1,1,Real Bed,115,2,30,315,128,2018-02-18,0
430,Manhattan,Apartment,Entire home/apt,5,1,2,2,Real Bed,149,3,90,90,44,2017-01-01,94
431,Brooklyn,Apartment,Private room,2,1,2,1,Real Bed,55,2,730,0,1,2011-03-28,100
432,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,69,2,14,23,155,2018-01-08,92
433,Manhattan,Apartment,Entire home/apt,3,1,1,2,Real Bed,150,3,730,129,220,2018-01-27,96
434,Brooklyn,Loft,Private room,4,1,1,1,Real Bed,200,1,14,336,21,2014-09-27,92
435,Manhattan,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,400,4,730,197,44,2018-01-01,85
436,Brooklyn,Apartment,Entire home/apt,6,1,2,3,Real Bed,169,2,21,27,313,2018-02-25,97
437,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,149,2,7,365,17,2017-12-09,96
438,Brooklyn,Boutique hotel,Private room,2,1,1,1,Real Bed,179,3,365,359,27,2017-07-31,98
439,Manhattan,Apartment,Entire home/apt,6,2.5,2,5,Real Bed,449,2,30,110,4,2017-08-11,100
440,Queens,Apartment,Private room,2,1,1,1,Real Bed,85,2,60,48,150,2017-06-11,97
441,Brooklyn,House,Entire home/apt,4,2.5,2,2,Real Bed,135,4,7,0,6,2016-02-05,92
442,Brooklyn,Apartment,Entire home/apt,5,1.5,3,5,Real Bed,350,28,360,9,12,2018-02-14,94
443,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,125,1,4,364,7,2017-05-20,94
444,Brooklyn,Apartment,Private room,2,2,1,1,Real Bed,120,3,4000,195,49,2018-02-06,84
445,Manhattan,Apartment,Private room,2,1,1,2,Real Bed,75,2,60,263,127,2018-01-02,87
446,Brooklyn,Apartment,Entire home/apt,4,1,,2,Real Bed,349,3,365,360,8,2016-03-27,100
447,Brooklyn,Apartment,Entire home/apt,4,1,,2,Real Bed,349,3,365,360,6,2016-05-31,90
448,Brooklyn,House,Entire home/apt,7,1.5,3,5,Real Bed,275,30,730,193,22,2017-09-22,97
449,Brooklyn,Apartment,Entire home/apt,4,1,,2,Real Bed,249,3,365,360,2,2011-05-12,80
450,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,100,3,365,167,66,2016-09-16,97
451,Brooklyn,Apartment,Entire home/apt,4,1,2,2,Real Bed,200,3,15,148,68,2018-01-22,95
452,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,169,4,1125,314,199,2018-02-17,96
453,Brooklyn,Condominium,Entire home/apt,2,1,1,2,Real Bed,150,4,30,22,10,2018-01-16,91
454,Brooklyn,Apartment,Entire home/apt,6,1,2,3,Real Bed,185,2,365,292,26,2017-12-30,99
455,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,90,2,7,363,3,2015-04-26,93
456,Brooklyn,Apartment,Entire home/apt,2,1,0,1,Real Bed,65,2,30,79,191,2018-02-18,88
457,Brooklyn,Apartment,Private room,2,1,1,1,Real Bed,75,1,10,364,11,2016-10-16,92
458,Manhattan,Apartment,Private room,1,0,1,1,Real Bed,89,1,90,360,95,2017-12-03,96
459,Manhattan,Apartment,Entire home/apt,6,1,2,3,Real Bed,300,3,14,313,150,2018-02-11,96
460,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,225,2,8,24,30,2017-11-27,99
461,Brooklyn,Boutique hotel,Private room,2,1,1,1,Real Bed,179,3,365,355,6,2017-09-24,97
462,Brooklyn,Apartment,Entire home/apt,6,1.5,3,3,Real Bed,150,5,13,336,3,2015-09-26,80
463,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,3,19,0,0,,0
464,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,139,1,59,285,297,2018-02-21,93
465,Manhattan,Apartment,Private room,2,1.5,1,1,Real Bed,95,3,90,66,175,2018-02-23,93
466,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,70,5,730,11,9,2017-11-30,88
467,Manhattan,Apartment,Entire home/apt,6,1,2,3,Real Bed,129,2,365,75,111,2018-02-19,94
468,Brooklyn,Apartment,Shared room,2,1,1,1,Real Bed,42,1,1125,63,9,2015-11-17,100
469,Manhattan,Apartment,Private room,1,1,1,1,Pull-out Sofa,69,2,14,364,98,2017-11-13,92
470,Manhattan,Apartment,Entire home/apt,4,1,1,1,Real Bed,159,1,365,76,220,2018-02-18,89
471,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,169,2,30,63,69,2017-01-03,92
472,Brooklyn,Apartment,Entire home/apt,10,0,3,1,Real Bed,650,5,365,364,0,,0
473,Brooklyn,House,Entire home/apt,3,1,1,1,Pull-out Sofa,90,2,365,365,152,2018-02-18,89
474,Manhattan,Apartment,Entire home/apt,6,1,1,2,Real Bed,127,3,10,353,20,2018-01-01,89
475,Brooklyn,Apartment,Entire home/apt,4,1,1,2,Real Bed,200,1,365,282,307,2018-02-26,97
476,Brooklyn,Apartment,Entire home/apt,5,1,2,4,Real Bed,120,2,30,236,51,2018-02-25,93
477,Brooklyn,Apartment,Entire home/apt,4,0,1,1,Real Bed,200,3,365,364,6,2014-10-31,92
478,Queens,Apartment,Private room,2,1,1,1,Real Bed,80,1,90,365,13,2018-01-04,98
479,Brooklyn,Apartment,Entire home/apt,6,1,2,3,Real Bed,175,1,150,203,257,2018-02-27,95
480,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,121,6,365,311,86,2018-02-16,97
481,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,2,365,212,13,2016-07-18,100
482,Brooklyn,Apartment,Entire home/apt,6,1,2,4,Real Bed,200,5,30,78,2,2016-08-13,90
483,Brooklyn,Guest suite,Private room,5,1.5,1,3,Real Bed,165,4,365,365,10,2016-11-24,100
484,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,30,60,128,18,2015-12-08,96
485,Manhattan,Apartment,Shared room,1,1,1,1,Real Bed,60,5,365,180,114,2017-10-16,99
486,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,100,2,6,83,23,2017-10-14,87
487,Manhattan,Apartment,Private room,3,1,1,1,Real Bed,67,2,135,318,105,2018-01-01,94
488,Manhattan,Apartment,Entire home/apt,3,1,2,2,Real Bed,195,3,30,65,72,2018-02-11,94
489,Queens,Apartment,Private room,2,0,1,2,Real Bed,50,1,29,88,33,2018-01-01,92
490,Brooklyn,Apartment,Entire home/apt,3,1,1,2,Real Bed,130,7,90,226,80,2017-11-25,99
491,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,279,31,270,290,28,2017-08-01,97
492,Manhattan,Apartment,Entire home/apt,3,1,1,3,Real Bed,212,21,30,90,45,2018-01-01,93
493,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,195,1,300,357,104,2018-02-25,95
494,Brooklyn,Apartment,Entire home/apt,6,1,2,3,Real Bed,599,3,365,360,8,2014-10-24,83
495,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,115,7,365,322,25,2018-01-07,92
496,Queens,Apartment,Private room,1,1,1,1,Real Bed,70,27,28,363,13,2015-09-21,98
497,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,59,4,365,300,116,2018-01-02,97
498,Manhattan,Apartment,Entire home/apt,3,1,1,2,Real Bed,395,3,730,365,24,2015-09-02,91
499,Manhattan,Apartment,Private room,1,1.5,1,1,Real Bed,60,3,30,264,315,2018-02-12,96
500,Brooklyn,Apartment,Entire home/apt,4,1,1,1,Real Bed,145,2,21,15,72,2018-02-20,97
501,Brooklyn,Apartment,Private room,1,1,1,1,Real Bed,90,3,365,302,12,2016-01-05,98
502,Brooklyn,House,Entire home/apt,3,1,1,2,Real Bed,175,3,90,284,206,2018-01-02,94
503,Bronx,Apartment,Private room,1,1,1,1,Real Bed,35,1,365,365,39,2017-12-31,92
504,Manhattan,Apartment,Entire home/apt,2,1,1,1,Real Bed,140,5,45,142,47,2016-09-01,92
505,Manhattan,Apartment,Private room,2,1.5,1,1,Real Bed,78,2,300,320,36,2018-02-01,93
506,Manhattan,Apartment,Entire home/apt,2,1,0,2,Real Bed,169,30,380,29,50,2017-10-01,98
507,Manhattan,Apartment,Entire home/apt,3,1,3,3,Real Bed,299,1,100,251,47,2018-02-16,90
508,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,90,1,730,0,1,2016-01-02,100
509,Manhattan,Apartment,Entire home/apt,5,1,1,2,Real Bed,225,2,365,297,54,2016-09-10,93
510,Brooklyn,House,Private room,2,1,1,1,Real Bed,95,2,30,356,134,2018-01-03,91
511,Brooklyn,Apartment,Private room,1,1,1,1,Pull-out Sofa,90,1,30,205,0,,0
512,Brooklyn,Apartment,Private room,2,0,1,1,Real Bed,52,2,730,308,203,2017-12-27,95
513,Manhattan,Apartment,Private room,2,1,1,1,Real Bed,100,1,4,101,108,2018-01-03,96
514,Brooklyn,House,Entire home/apt,6,2,3,3,Real Bed,225,2,365,184,26,2015-08-08,90
515,Manhattan,Apartment,Entire home/apt,7,1,2,5,Real Bed,250,1,365,365,33,2017-09-11,97
516,Manhattan,Apartment,Entire home/apt,3,1,1,1,Real Bed,160,5,1125,65,36,2017-12-31,95
517,Manhattan,Apartment,Private room,1,1,1,1,Real Bed,65,7,365,316,28,2018-01-07,94
518,Manhattan,House,Entire home/apt,10,1,2,2,Real Bed,99,1,365,246,250,2018-02-15,91
519,Queens,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,3,30,363,28,2017-06-10,89
520,Brooklyn,House,Entire home/apt,2,1,1,1,Real Bed,80,2,365,360,177,2018-01-01,92
521,Brooklyn,Apartment,Entire home/apt,2,1,1,1,Real Bed,175,4,365,268,87,2017-12-18,90
522,Brooklyn,Apartment,Entire home/apt,4,1,2,2,Real Bed,100,4,60,249,49,2018-01-05,95
